City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,tsiombe,-25.3,45.4833,18.64,78,0,4.46,MG,1691352337
291,lodja,-3.4833,23.4333,29.54,32,100,0.99,CD,1691352338
292,la ronge,55.1001,-105.2842,23.14,46,40,5.66,CA,1691352180
293,ngaoundere,7.3167,13.5833,18.42,92,100,0.93,CM,1691352338
294,rundu,-17.9333,19.7667,14.66,29,0,2.97,NA,1691352339
295,kogalym,62.2654,74.4791,18.21,57,6,2.79,RU,1691352339
296,cannonvale,-20.2833,148.7,18.66,83,17,7.01,AU,1691352339
297,mishelevka,52.8575,103.1719,14.32,97,33,0.47,RU,1691352340
298,rongelap,11.1635,166.8941,28.04,78,64,5.1,MH,1691352340
299,illizi,26.4833,8.4667,40.89,16,0,7.96,DZ,1691352341
300,nuku'alofa,-21.1333,-175.2,22.19,88,100,5.14,TO,1691352341
301,sibiti,-3.6819,13.3499,23.16,55,22,1.67,CG,1691352341
302,ta`u,-14.2336,-169.5144,26.93,77,39,4.06,AS,1691352342
303,port elizabeth,-33.918,25.5701,15.16,88,75,5.14,ZA,1691352343
304,mount isa,-20.7333,139.5,12.87,50,0,3.09,AU,1691352343
305,seguela,7.9611,-6.6731,22.93,90,97,1.6,CI,1691352344
306,black forest,39.0131,-104.7008,18.94,75,100,2.57,US,1691352344
307,st. john's,47.5649,-52.7093,16.55,94,100,8.23,CA,1691352054
308,singaraja,-8.112,115.0882,24.01,82,19,2.26,ID,1691352345
309,itoman,26.1247,127.6694,27.01,94,20,13.38,JP,1691352345
310,san mariano,7.5,126.0,22.81,86,100,1.24,PH,1691352345
311,gorontalo,0.5412,123.0595,23.69,93,31,1.7,ID,1691352227
312,north bend,43.4065,-124.2243,26.25,78,100,5.14,US,1691352310
313,lihue,21.9789,-159.3672,28.77,69,40,4.12,US,1691352346
314,carrigaline,51.8117,-8.3986,15.86,67,40,5.66,IE,1691352347
315,port augusta,-32.5,137.7667,5.37,78,8,1.79,AU,1691352347
316,siwa oasis,29.2041,25.5195,35.91,26,0,4.69,EG,1691352348
317,pacific grove,36.6177,-121.9166,30.36,85,0,4.92,US,1691352348
318,albertina,-22.2008,-46.6158,25.69,27,0,2.5,BR,1691352091
319,debipur,24.2333,88.6333,26.4,93,100,5.11,IN,1691352349
320,oodweyne,9.4092,45.064,24.53,51,100,3.82,SO,1691352349
321,salekhard,66.53,66.6019,18.87,58,0,1.27,RU,1691352350
322,toamasina,-18.1667,49.3833,19.0,100,75,5.14,MG,1691352350
323,deridder,30.8463,-93.289,37.21,46,40,0.0,US,1691352241
324,shyryayeve,47.3805,30.1964,24.73,66,2,5.29,UA,1691352351
325,yuci,37.6803,112.7319,24.86,73,0,4.0,CN,1691352351
326,port douglas,-16.4833,145.4667,19.32,82,41,5.76,AU,1691352352
327,chonchi,-42.6128,-73.8092,11.18,73,70,1.47,CL,1691352352
328,konstantinovskoye,45.2992,42.6367,27.94,36,0,6.16,RU,1691352353
329,buchanan,5.8808,-10.0467,24.74,82,46,3.22,LR,1691352353
330,sorong,-0.8833,131.25,25.93,83,99,7.42,ID,1691352353
331,kirillov,59.863,38.3813,19.97,86,0,2.2,RU,1691352354
332,bouarfa,32.53,-1.95,33.89,12,32,2.64,MA,1691352354
333,vernon,50.2581,-119.2691,31.53,34,57,1.03,CA,1691352124
334,bucak,37.4592,30.595,24.29,94,3,0.69,TR,1691352355
335,lagoa formosa,-18.7786,-46.4075,28.34,20,0,3.75,BR,1691352146
336,plonsk,52.6235,20.3755,18.02,84,100,6.74,PL,1691352355
337,gulnar,36.3415,33.3992,21.23,50,0,0.6,TR,1691352356
338,acapulco de juarez,16.8634,-99.8901,31.9,70,20,2.57,MX,1691352356
339,okakarara,-20.5833,17.4333,13.06,24,0,3.44,NA,1691352357
340,kruisfontein,-34.0033,24.7314,11.6,82,98,3.39,ZA,1691352357
341,boda,4.3189,17.4695,21.72,96,100,1.19,CF,1691352357
342,sangmelima,2.9333,11.9833,20.2,98,100,1.47,CM,1691352358
343,nampula,-15.1165,39.2666,17.95,88,14,1.68,MZ,1691352329
344,polyarnyy,69.1989,33.4478,12.07,77,2,4.01,RU,1691352358
345,broome,42.2506,-75.833,30.39,52,75,2.57,US,1691352359
346,tateyama,34.9833,139.8667,25.92,88,24,2.55,JP,1691352359
347,jinzhou,41.1078,121.1417,17.88,87,73,2.83,CN,1691352360
348,amursk,50.2261,136.8994,12.76,72,0,1.15,RU,1691352360
349,laguna,38.421,-121.4238,38.16,28,0,6.17,US,1691352360
350,hilo,19.7297,-155.09,29.04,83,100,3.6,US,1691352357
351,mirnyy,62.5353,113.9611,15.69,72,100,3.13,RU,1691352361
352,la sarre,48.8002,-79.1996,23.89,39,100,1.62,CA,1691352209
353,queenstown,-31.8976,26.8753,13.4,33,3,3.21,ZA,1691352362
354,kankan,10.3854,-9.3057,24.86,83,100,2.14,GN,1691352362
355,englewood,39.6478,-104.9878,21.06,63,100,2.06,US,1691352169
356,antsiranana,-12.2787,49.2917,22.46,75,8,8.08,MG,1691352363
357,karratha,-20.7377,116.8463,21.53,47,52,3.99,AU,1691352364
358,kartaly,53.0522,60.6467,16.12,90,97,3.13,RU,1691352364
359,gaigeturi,33.4644,126.3183,28.03,89,75,5.14,KR,1691352365
360,shimoda,34.6667,138.95,24.5,88,80,1.48,JP,1691352365
361,gobabis,-22.45,18.9667,13.28,23,0,5.03,NA,1691352366
362,boa esperanca,-21.09,-45.5658,27.17,25,0,2.58,BR,1691352147
363,nanga eboko,4.6833,12.3667,20.64,97,100,2.25,CM,1691352367
364,gwanda,-20.9333,29.0,13.65,58,0,2.42,ZW,1691352367
365,cascais,38.6979,-9.4215,31.92,42,0,9.26,PT,1691352092
366,mwinilunga,-11.7358,24.4293,16.58,45,0,2.15,ZM,1691352368
367,severo-yeniseyskiy,60.3725,93.0408,6.61,98,59,1.75,RU,1691352368
368,riberalta,-10.9833,-66.1,36.11,44,40,2.06,BO,1691352369
369,sigli,5.3848,95.9609,26.06,84,100,2.37,ID,1691352369
370,cidreira,-30.1811,-50.2056,20.29,80,3,3.52,BR,1691352369
371,thompson,55.7435,-97.8558,18.09,72,75,4.12,CA,1691352102
372,yeniseysk,58.4497,92.1703,12.06,87,96,1.37,RU,1691352370
373,papao,-17.75,-149.55,26.82,75,75,2.69,PF,1691352371
374,two rivers,44.1539,-87.5693,23.53,71,20,4.12,US,1691352371
375,natal,-5.795,-35.2094,28.12,69,20,8.23,BR,1691352165
376,laurentides,46.4334,-74.9826,24.28,33,80,2.89,CA,1691352372
377,hami,42.8,93.45,29.35,16,50,4.34,CN,1691352372
378,pericos,25.05,-107.7,35.95,40,16,4.39,MX,1691352373
379,chu,43.5983,73.7614,24.81,42,99,3.75,KZ,1691352373
380,teruel,40.6667,-0.6667,14.73,45,0,1.72,ES,1691352374
381,galle,6.0367,80.217,26.72,83,100,6.34,LK,1691352374
382,puerto lempira,15.2667,-83.7667,32.08,62,20,5.14,HN,1691352374
383,manching,48.7166,11.4939,13.55,83,98,7.72,DE,1691352375
384,svetlyy,54.675,20.1347,21.09,83,54,5.47,RU,1691352375
385,lorengau,-2.0226,147.2712,26.95,76,77,7.37,PG,1691352376
386,tooele,40.5308,-112.2983,29.57,37,0,4.12,US,1691352376
387,tejen,37.3834,60.5054,30.91,25,0,3.89,TM,1691352376
388,mount gambier,-37.8333,140.7667,4.69,94,2,0.87,AU,1691352377
389,mitu,1.1983,-70.1733,28.07,78,97,0.88,CO,1691352377
390,cheremukhovo,60.3484,59.9851,16.48,95,76,1.38,RU,1691352378
391,ingeniero jacobacci,-41.3427,-69.5448,11.49,24,3,4.31,AR,1691352378
392,udachny,66.4167,112.4,10.25,75,99,2.8,RU,1691352163
393,katsuura,35.1333,140.3,25.8,90,2,3.07,JP,1691352379
394,ust'-ilimsk,58.0006,102.6619,10.23,77,95,1.13,RU,1691352379
395,kapa'a,22.0752,-159.319,29.18,76,40,4.12,US,1691352380
396,bafia,4.75,11.2333,21.39,95,100,0.66,CM,1691352380
397,ola,59.5833,151.2833,12.86,66,94,5.55,RU,1691352381
398,antofagasta,-23.65,-70.4,18.6,74,11,4.86,CL,1691352381
399,road town,18.4167,-64.6167,31.05,70,40,4.63,VG,1691352382
400,warmbad,-28.45,18.7333,19.19,24,0,1.43,NA,1691352382
401,fraserburgh,57.6874,-2.0184,11.18,77,42,1.67,GB,1691352383
402,saint-francois,46.4154,3.9054,16.69,59,0,2.06,FR,1691352383
403,prado,-17.3411,-39.2208,23.17,70,96,3.1,BR,1691352384
404,weno,7.4515,151.8468,28.39,75,100,9.29,FM,1691352384
405,tulagi,-9.0996,160.1476,26.17,81,86,4.34,SB,1691352385
406,vilyuysk,63.7553,121.6247,12.19,73,71,1.84,RU,1691352385
407,paracatu,-17.2222,-46.8747,29.19,18,0,3.56,BR,1691352385
408,imam qasim,32.298,44.6828,38.03,17,0,6.28,IQ,1691352386
409,calvinia,-31.4707,19.776,12.74,33,0,1.28,ZA,1691352386
410,wanxian,30.8039,108.3897,26.56,88,99,1.22,CN,1691352387
411,sandnessjoen,66.0217,12.6316,14.29,76,40,3.6,NO,1691352387
412,mount pearl,47.5166,-52.7813,16.09,94,100,8.23,CA,1691352388
413,port hedland,-20.3167,118.5667,19.03,42,32,4.12,AU,1691352217
414,aykhal,66.0,111.5,11.74,62,100,3.35,RU,1691352388
415,brandfort,-28.7001,26.4597,5.67,31,0,1.55,ZA,1691352389
416,talara,-4.5772,-81.2719,28.42,57,0,7.6,PE,1691352389
417,watertown,42.3709,-71.1828,30.17,43,75,4.02,US,1691352194
418,brak,27.5496,14.2714,34.57,25,0,7.81,LY,1691352390
419,new norfolk,-42.7826,147.0587,5.4,97,12,1.29,AU,1691352391
420,lensk,60.7253,114.9278,16.89,93,100,1.49,RU,1691352392
421,sarupathar,26.1984,93.8094,25.11,97,100,0.43,IN,1691352392
422,formosa do rio preto,-11.0483,-45.1931,32.23,19,1,3.23,BR,1691352300
423,panauti,27.5814,85.5124,21.18,94,75,1.54,NP,1691352393
424,al khawr,25.7667,51.3167,34.77,58,0,1.86,QA,1691352393
425,muli,2.9167,73.5667,28.34,76,100,4.6,MV,1691352394
426,angaur state,6.906,134.13,26.4,86,100,7.71,PW,1691352394
427,sivrice,38.4482,39.3084,24.56,32,0,2.57,TR,1691352395
428,fortaleza,-3.7227,-38.5247,28.07,74,20,6.17,BR,1691352395
429,bandarbeyla,9.4942,50.8122,24.36,81,100,13.23,SO,1691352395
430,tocopilla,-22.092,-70.1979,20.9,66,14,5.83,CL,1691352396
431,shakawe,-18.3667,21.85,15.49,33,0,2.2,BW,1691352396
432,uturoa,-16.7333,-151.4333,25.66,79,31,5.45,PF,1691352397
433,broken hill,-31.95,141.4333,5.48,88,0,3.86,AU,1691352397
434,magadan,59.5667,150.8,12.52,68,100,4.34,RU,1691352371
435,namibe,-15.1961,12.1522,18.66,88,46,0.99,AO,1691352398
436,umm ruwaba,12.9061,31.2158,28.58,52,99,3.84,SD,1691352398
437,wangqing,43.3218,129.7634,16.63,98,100,1.79,CN,1691352398
438,fengcheng,40.4536,124.0717,18.01,90,62,2.31,CN,1691352399
439,santa isabel,-23.3156,-46.2214,29.42,38,0,1.23,BR,1691352399
440,taoudenni,22.6783,-3.9836,42.95,7,5,3.35,ML,1691352400
441,coahuayana de hidalgo,18.7,-103.6583,33.15,57,100,2.52,MX,1691352400
442,tambopata,-12.7333,-69.1833,33.94,46,20,2.57,PE,1691352401
443,el charco,2.4769,-78.1105,28.74,79,100,4.05,CO,1691352401
444,vadso,70.0744,29.7487,16.49,87,0,3.09,NO,1691352402
445,serhetabat,35.2799,62.3438,27.0,37,0,2.92,TM,1691352402
446,hanceville,34.0607,-86.7675,32.95,62,94,0.96,US,1691352402
447,port isabel,26.0734,-97.2086,37.02,59,20,8.75,US,1691352403
448,semera,11.501,41.201,29.68,47,100,2.13,ET,1691352403
449,saint john,45.2727,-66.0677,21.57,68,75,3.09,CA,1691351970
450,yerofey pavlovich,53.9667,121.9667,13.26,69,100,1.24,RU,1691352377
451,arkhangel'sk,64.5401,40.5433,13.66,88,24,1.69,RU,1691352404
452,fuyang,32.9,115.8167,24.92,98,8,2.71,CN,1691352405
453,aromashevo,56.8602,68.6375,16.02,80,72,2.69,RU,1691352405
454,markovo,57.3206,107.0881,13.14,97,57,1.01,RU,1691352405
455,porto novo,6.4965,2.6036,24.97,88,78,4.69,BJ,1691352406
456,cabo san lucas,22.8909,-109.9124,32.01,76,100,9.85,MX,1691351884
457,santo antonio do ica,-3.1022,-67.9397,30.29,60,98,0.54,BR,1691352407
458,aitape,-3.1374,142.3475,24.67,89,100,2.09,PG,1691352407
459,waddan,29.1614,16.139,29.36,37,0,7.82,LY,1691352407
460,dokkum,53.3222,5.997,17.0,94,100,2.06,NL,1691352408
461,gizo,-8.103,156.8419,26.09,82,79,6.17,SB,1691352408
462,tanout,14.9709,8.8879,31.44,45,8,4.06,NE,1691352409
463,onega,63.9061,38.1404,16.07,86,75,2.09,RU,1691352409
464,savalou,7.9281,1.9756,24.08,93,100,2.65,BJ,1691352381
465,labrador city,52.9463,-66.9114,14.95,82,100,4.12,CA,1691352165
466,terrace,54.5163,-128.6035,26.23,51,77,0.63,CA,1691352410
467,martapura,-3.4167,114.85,25.05,100,20,0.51,ID,1691352410
468,newman,37.3138,-121.0208,36.14,14,0,6.04,US,1691352411
469,kiffa,16.6166,-11.4045,37.94,32,69,5.7,MR,1691352411
470,paramonga,-10.6667,-77.8333,20.92,72,29,5.78,PE,1691352412
471,ilha de mocambique,-15.0342,40.7358,24.05,80,8,5.45,MZ,1691352412
472,l'alcora,40.0667,-0.2,26.11,62,0,0.89,ES,1691352412
473,trancas,-26.2314,-65.2803,32.19,16,0,5.08,AR,1691352413
474,lata,40.1629,-8.3327,23.2,41,0,1.03,PT,1691352413
475,badiyah,22.45,58.8,30.32,53,94,2.89,OM,1691352414
476,clarksdale,34.2001,-90.5709,33.99,52,98,3.09,US,1691352414
477,sovetskaya gavan',48.9723,140.2878,12.61,81,0,1.46,RU,1691352414
478,ubari,26.5921,12.7805,35.18,20,0,4.55,LY,1691352415
479,kiunga,-6.1219,141.2906,20.15,98,84,1.22,PG,1691352415
480,moyynkum,44.2914,72.9469,27.03,35,100,3.15,KZ,1691352416
481,crane,31.3974,-102.3501,40.53,17,0,7.52,US,1691352416
482,arteche,12.2645,125.4048,27.19,78,33,3.8,PH,1691352416
483,yaren,-0.5472,166.916,28.07,74,48,2.37,NR,1691352417
484,baiyin,36.5583,104.2081,18.71,63,63,3.31,CN,1691352119
485,namtsy,62.7161,129.6658,13.14,64,7,2.19,RU,1691352417
486,danane,7.2596,-8.155,21.55,97,75,1.1,CI,1691352418
487,iquique,-20.2208,-70.1431,21.02,70,2,5.09,CL,1691352167
488,smithers,54.7804,-127.1743,23.18,49,75,1.54,CA,1691352293
489,rengasdengklok,-6.1592,107.2981,23.86,83,5,1.65,ID,1691352419
490,hengchun,22.0042,120.7439,27.71,88,100,10.01,TW,1691352419
491,vanino,49.0869,140.2543,11.84,84,0,1.55,RU,1691352420
492,funadhoo,6.15,73.2667,28.19,76,100,6.84,MV,1691352420
493,khorixas,-20.3667,14.9667,20.35,16,0,3.13,NA,1691352420
494,puerto ayacucho,5.6639,-67.6236,30.99,65,82,0.46,VE,1691352421
495,le muy,43.4738,6.5645,23.93,28,0,10.29,FR,1691352422
496,christiana,-27.914,25.1611,12.06,26,0,3.82,ZA,1691352206
497,lucelia,-21.7203,-51.0189,30.83,23,0,1.73,BR,1691352423
498,esikhaleni,-28.871,31.8996,17.29,83,0,3.98,ZA,1691352423
499,bismarck,46.8083,-100.7837,25.91,43,40,7.2,US,1691352358
500,bereeda,11.8704,51.0579,31.39,55,44,3.68,SO,1691352424
501,miguel ahumada,30.6167,-106.5167,39.99,13,0,5.36,MX,1691352424
502,tongchuanshi,35.0806,109.0897,22.69,90,98,1.63,CN,1691352425
503,madras,13.0878,80.2785,29.99,83,40,5.14,IN,1691352318
504,mlowo,-9.0,32.9833,12.58,82,3,2.46,TZ,1691352426
505,gilgit,35.9221,74.3087,25.95,65,63,1.49,PK,1691352427
506,hadibu,12.65,54.0333,25.48,80,100,8.38,YE,1691352427
507,port lincoln,-34.7333,135.8667,10.21,78,74,3.03,AU,1691352428
508,jiaojiang,28.6803,121.4428,28.33,91,43,1.39,CN,1691352428
509,dishna,26.1247,32.476,35.36,13,5,3.11,EG,1691352428
510,tchintabaraden,15.8969,5.7985,32.85,42,76,5.31,NE,1691352429
511,sabang,5.8933,95.3214,28.09,79,100,6.2,ID,1691352429
512,xining,36.6167,101.7667,11.99,84,10,1.06,CN,1691352430
513,nyrob,60.733,56.7202,16.47,90,8,1.56,RU,1691352431
514,fort mcmurray,56.7268,-111.381,19.77,59,20,4.63,CA,1691352330
515,plastun,44.7561,136.2939,13.56,92,94,1.9,RU,1691352431
516,barah,13.7,30.3667,29.67,53,91,3.06,SD,1691352432
517,lubang,13.8584,120.124,28.53,79,100,9.78,PH,1691352432
518,ust-tsilma,65.441,52.1498,15.54,97,0,1.83,RU,1691352433
519,kavaratti,10.5669,72.642,28.21,74,30,8.83,IN,1691352433
520,dongning,44.0622,131.1207,17.33,98,100,1.08,CN,1691352433
521,nongstoin,25.5167,91.2667,20.05,99,100,1.85,IN,1691352434
522,egremont,54.4794,-3.5276,15.38,86,7,4.19,GB,1691352436
523,taroa,8.7058,171.2275,28.38,77,97,7.61,MH,1691352436
524,kolonia town,6.964,158.206,25.0,100,100,1.03,FM,1691352437
525,caleta de carquin,-11.0925,-77.6267,21.05,70,25,5.7,PE,1691352437
526,kotel'nikovo,47.6317,43.1461,30.67,28,0,4.41,RU,1691352438
527,mersing,2.4312,103.8405,25.29,87,82,2.13,MY,1691352438
528,al kharijah,25.4514,30.5464,35.29,13,29,2.45,EG,1691352438
529,beau vallon,-20.4189,57.6953,22.13,68,40,5.66,MU,1691352439
530,puerto baquerizo moreno,-0.9,-89.6,27.55,65,75,6.17,EC,1691352439
531,mata-utu,-13.2816,-176.1745,27.2,80,20,2.72,WF,1691352440
532,boise,43.6135,-116.2035,27.34,41,0,3.6,US,1691352440
533,bandiagara,14.3501,-3.6104,28.51,61,83,4.23,ML,1691352441
534,stendal,52.6,11.85,16.1,89,100,2.51,DE,1691352441
535,kenora,49.8167,-94.4337,28.41,29,27,4.39,CA,1691352441
536,kindu,-2.95,25.95,25.98,61,100,1.16,CD,1691352442
537,sungai penuh,-2.0833,101.3833,17.74,97,9,0.84,ID,1691352442
538,kirakira,-10.4544,161.9205,24.77,91,88,3.44,SB,1691352443
539,greenville,35.6127,-77.3663,33.09,52,40,2.06,US,1691351758
540,vikulovo,56.8167,70.6107,15.11,75,0,2.65,RU,1691352443
541,tarariras,-34.2833,-57.6167,15.51,79,7,4.06,UY,1691352444
542,cuyo,10.8525,121.0086,28.56,76,6,5.03,PH,1691352444
543,baley,51.6,116.6333,11.03,80,100,1.4,RU,1691352445
544,castanos,26.7833,-101.4167,36.06,20,3,3.87,MX,1691352445
545,inhambane,-23.865,35.3833,18.34,74,0,2.53,MZ,1691352446
546,beeville,28.4008,-97.7483,38.68,39,40,5.14,US,1691352446
547,mogok,22.9167,96.5,19.13,99,100,1.61,MM,1691352447
548,peace river,56.2501,-117.286,25.99,42,6,2.09,CA,1691352448
549,dhulia,20.9,74.7833,25.58,75,61,6.02,IN,1691352253
550,villa madero,19.4,-101.2667,17.26,90,99,1.73,MX,1691352448
551,pursat,12.3333,103.6667,24.9,81,100,1.71,KH,1691352449
552,vredendal,-31.6683,18.5012,12.03,76,0,1.22,ZA,1691352449
553,northam,51.0333,-4.2167,15.9,87,5,4.81,GB,1691352450
554,walvis bay,-22.9575,14.5053,19.35,46,0,3.53,NA,1691352450
555,campbell river,50.0163,-125.2446,21.21,60,75,3.09,CA,1691352451
556,lethem,3.3803,-59.7968,30.85,63,73,1.58,GY,1691352451
557,aban,56.67,96.06,9.54,79,1,2.02,RU,1691352452
558,nantucket,41.2835,-70.0995,28.03,57,0,4.12,US,1691352408
559,edeia,-17.3383,-49.9314,33.66,15,20,2.22,BR,1691352453
560,praia da vitoria,38.7333,-27.0667,25.14,69,40,3.74,PT,1691352280
561,sferracavallo,42.726,12.0956,22.02,65,1,0.63,IT,1691352454
562,panama city beach,30.1766,-85.8055,33.92,68,14,0.45,US,1691352454
563,tadine,-21.55,167.8833,19.35,77,100,7.21,NC,1691352455
564,ponta delgada,37.7333,-25.6667,24.4,64,40,2.57,PT,1691352455
565,isiro,2.7739,27.616,19.98,98,72,1.2,CD,1691352455
566,nurota,40.5614,65.6886,26.05,32,26,1.79,UZ,1691352456
567,ritterhude,53.1811,8.7216,16.8,82,0,3.6,DE,1691352456
568,hoa binh,20.8133,105.3383,24.39,95,99,1.14,VN,1691352456
569,kanigiri,15.4,79.5167,30.6,54,100,6.72,IN,1691352457
570,ilhabela,-23.7781,-45.3581,21.94,82,1,2.42,BR,1691352457
571,chudovo,59.1167,31.6833,24.62,70,55,3.35,RU,1691352458
572,gandajika,-6.75,23.95,25.89,29,5,2.21,CD,1691352458
573,cheney,47.4874,-117.5758,25.21,60,74,1.41,US,1691352458
574,sao joao da barra,-21.6403,-41.0511,26.05,73,2,8.02,BR,1691352211
575,saint-pierre,-21.3393,55.4781,20.82,78,0,8.23,RE,1691352361
576,dunedin,-45.8742,170.5036,8.22,80,53,1.79,NZ,1691352226
577,tidjikja,18.5564,-11.4271,35.66,26,98,5.47,MR,1691352461
578,savannah,32.0835,-81.0998,33.87,57,0,3.6,US,1691352212
579,nikol'sk,53.7189,46.0712,18.98,69,0,2.81,RU,1691352461
580,niamey,13.5137,2.1098,30.08,58,46,4.61,NE,1691352462
581,nieuw amsterdam,5.8833,-55.0833,31.68,78,37,5.39,SR,1691352463
